id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
6182,29,Pemerintah Lokal,183523,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
22178,42,Wiraswasta,341757,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
15313,57,Wiraswasta,124771,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1152,24,?,35633,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,40.0,0
41245,57,Wiraswasta,132145,5th-6th,3,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
42861,28,Wiraswasta,115677,Sarjana,13,Menikah,Sales,Laki2,107632000.0,0.0,40.0,1
39180,39,Wiraswasta,31964,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,80.0,1
8211,73,Wiraswasta,301210,1st-4th,2,Menikah,Supir,Laki2,0.0,24290000.0,20.0,0
19387,38,Wiraswasta,208358,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
38681,46,Wiraswasta,45857,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,33.0,0
20430,17,Wiraswasta,53367,9th,5,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,35.0,0
42782,66,Wiraswasta,115880,Sarjana,13,Menikah,Spesialis,Laki2,148470000.0,0.0,40.0,1
20876,46,Wiraswasta,196858,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,35.0,1
44691,20,Wiraswasta,143604,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,2.0,0
1740,30,Wiraswasta,117963,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,1
24223,44,Pemerintah Lokal,171589,D4,11,Menikah,Perbaikan Kerajinan,Laki2,107632000.0,0.0,40.0,1
19771,23,Pekerja Bebas Bukan Perusahan,289116,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,50.0,0
1174,47,Wiraswasta,183013,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
13374,33,Wiraswasta,113326,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
21916,57,Pemerintah Lokal,139452,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,16.0,0
15146,50,Pemerintah Lokal,124076,Sarjana,13,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,1
21703,34,Wiraswasta,295855,11th,7,Cerai,Servis Lainnya,Perempuan,0.0,0.0,70.0,0
3566,24,Wiraswasta,278130,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
33147,63,Wiraswasta,172433,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,26418000.0,40.0,1
11677,41,Wiraswasta,173682,Master,14,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
43722,34,Wiraswasta,21755,SMA,9,Menikah,Petani,Laki2,0.0,0.0,63.0,0
24896,43,Wiraswasta,102114,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
43911,39,Wiraswasta,66687,Pendidikan Tinggi,10,Berpisah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,0
3246,26,Wiraswasta,187577,D4,11,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,55.0,0
13672,25,Wiraswasta,209230,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,6.0,0
5224,51,Wiraswasta,193720,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,1
31727,50,Wiraswasta,176157,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
8107,45,Pemerintah Provinsi,45891,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Laki2,0.0,0.0,42.0,0
30785,24,Wiraswasta,315476,D3,12,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
18018,24,Wiraswasta,142227,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,30.0,0
45099,49,Wiraswasta,28171,SMA,9,Cerai,Tech-support,Laki2,67018000.0,0.0,40.0,1
24070,33,Wiraswasta,192286,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,52.0,0
24676,29,Pemerintah Negara,159782,Master,14,Menikah,Spesialis,Perempuan,0.0,0.0,45.0,1
41519,32,Wiraswasta,312055,Sarjana,13,Cerai,Spesialis,Laki2,0.0,0.0,45.0,0
12828,54,Wiraswasta,133050,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,41.0,0
16046,58,Wiraswasta,118303,SMA,9,Janda,Sales,Perempuan,0.0,0.0,35.0,1
24196,42,Wiraswasta,226902,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,45.0,1
42349,33,Wiraswasta,399531,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
23787,24,Wiraswasta,117789,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
25987,24,Wiraswasta,462820,Sarjana,13,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,40.0,0
46286,43,Pemerintah Lokal,126847,Master,14,Menikah LDR,Spesialis,Perempuan,104020000.0,0.0,60.0,1
5982,19,Wiraswasta,141868,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,0
10627,37,Pekerja Bebas Bukan Perusahan,241463,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,25872000.0,65.0,1
16388,35,Wiraswasta,217893,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,30.0,0
17264,38,Pekerja Bebas Bukan Perusahan,43712,11th,7,Menikah,Ekesekutif Managerial,Laki2,0.0,26418000.0,45.0,1
566,43,Pekerja Bebas Perusahaan,188436,Master,14,Menikah,Ekesekutif Managerial,Laki2,70182000.0,0.0,45.0,0
39803,20,?,112858,SMA,9,Belum Pernah Menikah,?,Laki2,0.0,0.0,2.0,0
3269,21,?,224209,SMA,9,Menikah,?,Perempuan,0.0,0.0,30.0,0
22602,51,Wiraswasta,194259,Sarjana,13,Cerai,Tech-support,Perempuan,0.0,0.0,40.0,0
23999,44,Pekerja Bebas Perusahaan,120277,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,1399986000.0,0.0,45.0,1
47384,41,Pekerja Bebas Perusahaan,34266,10th,6,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,0
1376,44,Pekerja Bebas Bukan Perusahan,230684,SMA,9,Menikah,Supir,Laki2,0.0,0.0,55.0,0
16257,19,Wiraswasta,279968,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,42.0,0
41874,66,Pekerja Bebas Bukan Perusahan,176315,Sarjana,13,Cerai,Sales,Laki2,5614000.0,0.0,20.0,0
18622,70,?,118630,D4,11,Janda,?,Perempuan,0.0,0.0,35.0,0
26138,51,Pemerintah Lokal,123325,Sekolah Professional,15,Janda,Spesialis,Perempuan,0.0,0.0,40.0,0
33144,27,Wiraswasta,72443,SMA,9,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,0
17218,41,Wiraswasta,149102,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,0
12303,32,Wiraswasta,196342,Doktor,16,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
44539,35,Pekerja Bebas Bukan Perusahan,61343,SMA,9,Cerai,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
16174,42,Wiraswasta,190179,Sarjana,13,Menikah,Spesialis,Laki2,1399986000.0,0.0,40.0,1
330,41,Wiraswasta,206565,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,0
40184,42,Wiraswasta,208068,Sarjana,13,Menikah,Pemuka Agama,Laki2,102172000.0,0.0,40.0,1
38423,41,Wiraswasta,557349,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
19672,69,Wiraswasta,269499,SMA,9,Janda,Pembersih,Perempuan,0.0,0.0,8.0,0
27597,24,Pemerintah Lokal,162919,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
38385,35,Pekerja Bebas Bukan Perusahan,127493,10th,6,Menikah,Servis Lainnya,Perempuan,0.0,0.0,2.0,0
25595,50,Pekerja Bebas Perusahaan,304955,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,60.0,1
11659,59,Wiraswasta,147989,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
16624,33,Wiraswasta,120201,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,65.0,0
34136,34,Pemerintah Lokal,112680,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,20.0,0
6656,31,Wiraswasta,118941,Pendidikan Tinggi,10,Cerai,Servis Lainnya,Perempuan,0.0,0.0,20.0,0
40766,29,Wiraswasta,226295,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,36.0,0
35054,39,Wiraswasta,269548,1st-4th,2,Menikah,Pembersih,Laki2,0.0,0.0,70.0,0
17388,39,Wiraswasta,141584,Master,14,Belum Pernah Menikah,Sales,Laki2,0.0,34216000.0,45.0,1
31400,50,Wiraswasta,201882,Master,14,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,30.0,0
2931,43,Pekerja Bebas Bukan Perusahan,180599,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,0
36872,20,Wiraswasta,200421,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,0
46070,47,Pekerja Bebas Bukan Perusahan,242519,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
11154,20,Wiraswasta,181032,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
3656,43,Wiraswasta,245842,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,44.0,0
47984,20,Wiraswasta,161962,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,16.0,0
11345,28,Wiraswasta,84547,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,40.0,1
20519,28,Wiraswasta,189241,11th,7,Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
7175,36,Pekerja Bebas Bukan Perusahan,122493,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,47.0,0
41716,33,Wiraswasta,261943,10th,6,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
31281,46,Pekerja Bebas Bukan Perusahan,225456,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
12621,62,Wiraswasta,197286,12th,8,Menikah,Petani,Laki2,0.0,0.0,48.0,0
44986,35,Wiraswasta,198841,SMA,9,Menikah,Petani,Laki2,0.0,0.0,40.0,0
27102,55,Pekerja Bebas Bukan Perusahan,422249,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
16086,53,Wiraswasta,81794,12th,8,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
35008,66,Wiraswasta,204283,7th-8th,4,Menikah,Supir,Laki2,0.0,0.0,40.0,0
2613,19,Wiraswasta,57067,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,45.0,0
34639,23,?,164732,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,10.0,0
31411,54,Wiraswasta,223660,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,1
1401,55,Wiraswasta,325007,D3,12,Menikah,Tech-support,Laki2,0.0,0.0,25.0,0
33502,64,Wiraswasta,110212,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
4625,47,Wiraswasta,345493,Sekolah Professional,15,Menikah,Spesialis,Laki2,1399986000.0,0.0,55.0,1
27192,34,Wiraswasta,167497,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,107632000.0,0.0,50.0,1
6138,21,Wiraswasta,29810,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,50.0,0
43150,26,Pemerintah Lokal,345779,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,43.0,0
28717,70,Pekerja Bebas Bukan Perusahan,268832,D4,11,Menikah,Petani,Laki2,0.0,0.0,24.0,1
8371,43,Wiraswasta,194773,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
41970,33,Pemerintah Lokal,190027,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
40797,69,Pekerja Bebas Bukan Perusahan,165017,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
37988,24,Wiraswasta,166297,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,25.0,0
5277,23,Wiraswasta,240160,D3,12,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
37498,40,Wiraswasta,203761,11th,7,Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
14575,32,Wiraswasta,176185,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,0
29802,47,Wiraswasta,359461,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
40207,21,Wiraswasta,225311,SMA,9,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
15040,25,Pemerintah Negara,156848,SMA,9,Menikah,Penjaga,Laki2,0.0,0.0,35.0,0
36346,60,?,190497,7th-8th,4,Menikah,?,Laki2,0.0,0.0,40.0,0
6512,37,Pekerja Bebas Bukan Perusahan,188774,Sarjana,13,Belum Pernah Menikah,Penjaga,Laki2,0.0,0.0,55.0,1
24418,23,Wiraswasta,111450,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,22.0,0
44506,38,Wiraswasta,322092,SMA,9,Cerai,Pembersih,Laki2,0.0,0.0,40.0,0
510,49,Wiraswasta,141944,D4,11,Menikah LDR,Pembersih,Laki2,0.0,19320000.0,42.0,0
29749,19,Wiraswasta,333953,12th,8,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,0
35167,18,?,98549,SMA,9,Belum Pernah Menikah,?,Perempuan,0.0,22428000.0,35.0,0
10567,47,Pemerintah Provinsi,55377,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,1
30080,58,Wiraswasta,72812,10th,6,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
2714,24,Wiraswasta,265567,11th,7,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,0
6474,37,Wiraswasta,246677,SMA,9,Berpisah,Spesialis,Perempuan,0.0,0.0,38.0,0
35092,34,Wiraswasta,142989,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
19198,40,Wiraswasta,145160,Doktor,16,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
4950,63,Pekerja Bebas Perusahaan,272425,D4,11,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
24632,24,Wiraswasta,258730,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
12658,44,Wiraswasta,172025,Pendidikan Tinggi,10,Berpisah,Pemuka Agama,Perempuan,0.0,0.0,38.0,0
15862,21,Wiraswasta,265148,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,38.0,0
44127,60,Pemerintah Provinsi,286253,SMA,9,Menikah LDR,Pembersih,Laki2,0.0,0.0,40.0,0
24351,32,Pemerintah Provinsi,131534,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
17706,36,Wiraswasta,279721,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,0
36852,46,Wiraswasta,122194,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Perempuan,102172000.0,0.0,40.0,1
22253,17,Wiraswasta,350995,12th,8,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,16.0,0
36341,38,Wiraswasta,312766,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,1
9187,37,Wiraswasta,82622,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,1
10605,33,Pekerja Bebas Bukan Perusahan,137674,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
31841,36,Wiraswasta,166509,SMA,9,Cerai,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,0
36474,50,Wiraswasta,213041,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,40.0,0
26562,50,Pemerintah Negara,297551,SMA,9,Menikah,Spesialis,Laki2,0.0,0.0,52.0,0
27846,20,Pemerintah Lokal,308654,Pendidikan Tinggi,10,Belum Pernah Menikah,Penjaga,Perempuan,0.0,0.0,20.0,0
6476,41,Pemerintah Lokal,210259,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,0
16673,38,Wiraswasta,193961,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
32548,35,Pekerja Bebas Perusahaan,333636,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,75.0,0
35729,34,Wiraswasta,217652,12th,8,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
23071,25,Wiraswasta,462869,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
26672,30,Wiraswasta,206325,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,0
31958,20,Wiraswasta,72055,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
32556,31,Wiraswasta,208458,SMA,9,Cerai,Sales,Perempuan,0.0,0.0,40.0,0
18105,25,Wiraswasta,243786,Sarjana,13,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,37.0,0
25985,53,Pemerintah Lokal,216931,7th-8th,4,Menikah,Supir,Laki2,0.0,0.0,38.0,0
5670,30,Wiraswasta,381645,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,50.0,0
19942,67,Wiraswasta,118363,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,0.0,30884000.0,5.0,0
15898,19,Wiraswasta,278915,12th,8,Belum Pernah Menikah,Pembersih,Perempuan,0.0,0.0,52.0,0
22891,23,Wiraswasta,376416,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,0
14560,33,Wiraswasta,222221,SMA,9,Menikah,Ekesekutif Managerial,Laki2,102172000.0,0.0,45.0,1
37857,42,Wiraswasta,225193,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
1998,37,Wiraswasta,379522,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,55.0,1
25989,61,Wiraswasta,219886,Pendidikan Tinggi,10,Menikah,Tech-support,Perempuan,0.0,0.0,40.0,1
423,29,Wiraswasta,188401,SMA,9,Cerai,Petani,Laki2,0.0,0.0,40.0,0
14723,28,Wiraswasta,70034,7th-8th,4,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
47927,28,Wiraswasta,112425,Sarjana,13,Cerai,Tech-support,Perempuan,0.0,0.0,40.0,0
11837,67,Pekerja Bebas Bukan Perusahan,105907,1st-4th,2,Janda,Servis Lainnya,Perempuan,0.0,0.0,20.0,0
25579,43,Wiraswasta,334991,Pendidikan Tinggi,10,Berpisah,Supir,Laki2,69076000.0,0.0,51.0,1
14419,31,Wiraswasta,247444,D4,11,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
12643,45,Wiraswasta,274657,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
13402,27,Wiraswasta,198346,Sarjana,13,Cerai,Pemuka Agama,Perempuan,0.0,0.0,35.0,0
41438,36,Wiraswasta,172571,SMA,9,Menikah,Sales,Laki2,0.0,0.0,45.0,0
42117,33,Wiraswasta,198613,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
9028,57,?,24127,Sarjana,13,Menikah,?,Laki2,0.0,0.0,8.0,0
14302,36,Wiraswasta,184456,Sekolah Professional,15,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,389592000.0,0.0,50.0,1
39231,34,Wiraswasta,346736,D3,12,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,50.0,0
8599,62,Pemerintah Negara,159699,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,0.0,38.0,0
27939,51,Pekerja Bebas Perusahaan,46281,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,50.0,1
22365,20,Wiraswasta,219262,9th,5,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,50.0,0
30863,46,Wiraswasta,169324,SMA,9,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,45.0,0
1454,46,Wiraswasta,563883,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,60.0,1
5940,53,Wiraswasta,152373,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,48.0,1
21483,28,?,127833,SMA,9,Belum Pernah Menikah,?,Perempuan,0.0,0.0,40.0,0
21977,24,Wiraswasta,239663,10th,6,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
26450,24,?,390608,SMA,9,Belum Pernah Menikah,?,Perempuan,0.0,0.0,36.0,0
39946,37,Wiraswasta,342480,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
44974,38,Wiraswasta,186191,SMA,9,Cerai,Sales,Laki2,0.0,0.0,60.0,0
35258,23,Wiraswasta,32732,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
22133,56,Pemerintah Provinsi,107314,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
45601,46,Pemerintah Lokal,174361,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
38929,20,Wiraswasta,313786,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
37873,31,Wiraswasta,307375,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
4786,24,Wiraswasta,184400,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,30.0,0
18022,22,Wiraswasta,222490,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,30.0,0
10926,38,Wiraswasta,470663,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,0
38580,33,Wiraswasta,203488,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,23408000.0,40.0,0
40925,46,Wiraswasta,215895,Master,14,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,67018000.0,0.0,60.0,1
6555,34,Wiraswasta,144949,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,1
26805,37,Wiraswasta,187346,5th-6th,3,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
31800,29,Wiraswasta,413297,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,47754000.0,0.0,70.0,0
40392,67,Pemerintah Negara,173623,Sarjana,13,Menikah,Spesialis,Laki2,69034000.0,0.0,30.0,0
33661,41,Wiraswasta,175883,SMA,9,Menikah,Supir,Laki2,0.0,0.0,60.0,0
47975,47,Pekerja Bebas Bukan Perusahan,321851,D4,11,Berpisah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
21392,38,Wiraswasta,368140,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
6088,20,Wiraswasta,105312,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,18.0,0
33309,28,Pekerja Bebas Bukan Perusahan,132686,Master,14,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
23204,20,Wiraswasta,148509,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
7113,23,Wiraswasta,435835,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,23366000.0,55.0,0
28771,32,Pekerja Bebas Bukan Perusahan,267161,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,30.0,0
35683,23,Wiraswasta,115085,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,45.0,0
6973,54,Pekerja Bebas Perusahaan,124963,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
8850,33,Wiraswasta,296453,Master,14,Menikah,Tech-support,Laki2,0.0,0.0,15.0,0
28641,27,Wiraswasta,604045,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,0
34634,34,Wiraswasta,100734,SMA,9,Cerai,Tech-support,Perempuan,0.0,0.0,40.0,0
30458,51,Wiraswasta,97005,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
41968,50,Wiraswasta,137299,D3,12,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
11138,28,Pekerja Bebas Perusahaan,219705,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,70182000.0,0.0,55.0,0
12718,41,Wiraswasta,208330,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,51.0,0
15879,47,Wiraswasta,72896,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,0
13222,38,Wiraswasta,243872,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,70.0,1
19122,42,Pemerintah Provinsi,178470,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
34963,54,Wiraswasta,175339,SMA,9,Menikah,Sales,Laki2,0.0,0.0,50.0,0
45883,44,Pekerja Bebas Perusahaan,223881,SMA,9,Menikah,Sales,Laki2,0.0,0.0,50.0,1
40820,44,Wiraswasta,107683,D4,11,Menikah,Perbaikan Kerajinan,Perempuan,61404000.0,0.0,40.0,1
46782,33,Wiraswasta,125762,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
28943,23,?,86337,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,15.0,0
15363,32,Wiraswasta,106541,5th-6th,3,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
27785,62,Wiraswasta,84756,9th,5,Menikah,Servis Lainnya,Laki2,0.0,0.0,35.0,0
1449,44,Pekerja Bebas Perusahaan,229466,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
